id	is_true	c1.rep1	c1.rep2	c1.rep3	c2.rep1	c2.rep2	c2.rep3	c2.rep4
Q00610;P53675.8761	false	2.217e+07	3.148e+07	3.434e+07	4.479e+07	3.807e+07	3.493e+07	4.405e+07
Q00610;P53675.1854	false	1.205e+07	6.759e+07	2.582e+07	4.330e+07	2.376e+07	2.663e+07	1.900e+07
Q00610;P53675.51647	false	1.685e+07	1.741e+07	1.381e+07	1.891e+07	1.959e+07	1.690e+07	1.396e+07
Q00610;P53675.3529	false	1.454e+07	4.553e+07	4.122e+07	4.351e+07	1.953e+07	4.237e+07	1.834e+07
Q00610;P53675.26698	false	6.705e+07	1.119e+08	8.841e+07	9.803e+07	5.474e+07	8.762e+07	5.261e+07
Q00610;P53675.25163	false	8.352e+07	9.406e+07	9.623e+07	9.491e+07	9.561e+07	6.619e+07	9.835e+07
Q00610;P53675.55117	false	6.480e+07	8.957e+07	7.177e+07	9.448e+07	8.285e+07	4.765e+07	8.628e+07
Q00610;P53675.25551	false	3.024e+06	2.106e+06	5.582e+06	1.015e+07	0.000e+00	7.248e+06	0.000e+00
Q00610;P53675.56405	false	2.493e+07	2.675e+07	2.699e+07	3.719e+07	2.799e+07	3.232e+07	2.854e+07
Q00610;P53675.29783	false	1.233e+08	9.380e+07	1.166e+08	1.120e+08	1.619e+08	1.365e+08	1.823e+08
Q00610;P53675.4831	false	2.603e+07	2.065e+07	2.606e+07	3.574e+07	1.920e+07	4.567e+07	4.055e+07
Q00610;P53675.7269	false	4.215e+07	3.233e+07	0.000e+00	0.000e+00	0.000e+00	3.884e+07	3.929e+07
Q00610;P53675.39013	false	0.000e+00	7.291e+06	9.272e+06	9.057e+06	1.003e+07	6.382e+06	6.676e+06
Q00610;P53675.36967	false	2.346e+07	4.152e+07	4.576e+07	4.177e+07	2.895e+07	4.467e+07	2.456e+07
Q00610;P53675.57063	false	1.195e+07	1.192e+07	2.047e+07	3.089e+07	3.477e+07	2.986e+07	2.377e+07
Q00610;P53675.53226	false	2.762e+06	3.197e+06	2.436e+06	2.672e+06	2.960e+06	4.206e+06	3.438e+06
Q00610;P53675.47596	false	3.165e+07	2.602e+07	3.893e+07	0.000e+00	4.253e+07	2.736e+07	2.660e+07
Q00610;P53675.20078	false	1.353e+07	1.872e+07	2.030e+07	2.529e+07	2.028e+07	1.868e+07	2.155e+07
Q00610;P53675.49646	false	1.714e+07	5.610e+06	1.555e+07	2.024e+07	2.110e+07	2.064e+07	1.323e+07
Q00610;P53675.52719	false	2.323e+07	1.899e+07	2.663e+07	3.452e+07	4.048e+07	3.943e+07	2.681e+07
Q00610;P53675.36592	false	1.791e+07	2.038e+07	7.080e+07	2.634e+07	2.324e+07	1.787e+07	3.827e+07
Q00610;P53675.10353	false	9.078e+06	4.074e+07	5.620e+07	6.465e+07	3.719e+07	4.977e+07	2.792e+07
Q00610;P53675.20850	false	1.743e+07	3.350e+07	8.358e+07	9.496e+07	6.424e+07	1.042e+08	7.972e+07
Q00610;P53675.57459	false	3.476e+07	2.768e+07	4.297e+07	5.284e+07	5.090e+07	4.438e+07	4.315e+07
Q00610;P53675.26360	false	5.978e+07	3.964e+07	3.504e+07	7.947e+07	2.806e+07	7.460e+07	3.793e+07
Q00610;P53675.7929	false	3.912e+07	6.507e+07	6.539e+07	4.723e+07	7.342e+07	4.760e+07	0.000e+00
Q00610;P53675.15226	false	3.561e+07	5.574e+07	6.228e+07	9.445e+07	5.280e+07	8.221e+07	4.686e+07
Q00610;P53675.15610	false	8.579e+07	6.268e+07	6.355e+07	6.376e+07	7.392e+07	7.123e+07	7.083e+07
Q00610;P53675.12800	false	4.783e+07	3.411e+07	5.268e+07	3.989e+07	0.000e+00	4.540e+07	3.695e+07
Q00610;P53675.36739	false	9.783e+07	1.136e+08	9.629e+07	1.114e+08	1.197e+08	1.209e+08	8.097e+07
Q00610;P53675.4617	false	2.167e+07	2.466e+07	2.022e+07	3.146e+07	1.672e+07	3.358e+07	3.114e+07
Q00610;P53675.37001	false	4.374e+07	8.310e+07	2.929e+07	1.058e+08	4.397e+07	1.325e+08	9.682e+07
Q00610;P53675.50570	false	1.413e+07	1.595e+07	1.854e+07	1.756e+07	2.147e+07	1.645e+07	1.184e+07
Q00610;P53675.5131	false	6.812e+05	7.194e+06	9.126e+06	1.305e+07	6.953e+06	1.449e+07	1.649e+07
P21964.13477	false	3.645e+06	7.913e+06	7.941e+06	1.207e+07	7.788e+06	9.320e+06	7.722e+06
P21964.35197	false	2.014e+06	5.090e+06	4.684e+06	6.211e+06	3.705e+06	7.763e+06	5.145e+06
Q9HD20.55744	false	4.734e+06	1.106e+07	4.323e+06	1.537e+07	0.000e+00	5.555e+06	0.000e+00
Q9HD20.28195	false	3.359e+06	5.411e+06	6.011e+06	8.091e+06	4.725e+06	6.229e+06	4.443e+06
Q9HD20.12038	false	3.721e+06	5.687e+06	6.308e+06	8.771e+06	6.149e+06	9.430e+06	7.048e+06
Q9HD20.6508	false	6.544e+06	0.000e+00	6.733e+06	0.000e+00	6.072e+06	1.272e+07	8.605e+06
Q9HD20.48942	false	0.000e+00	6.346e+06	1.076e+07	1.065e+07	1.197e+06	0.000e+00	8.642e+06
Q9HD20.2959	false	0.000e+00	4.326e+06	2.919e+06	6.151e+06	4.190e+06	5.795e+06	4.500e+06
Q9HD20.19954	false	3.344e+06	1.193e+07	3.859e+06	1.156e+07	4.629e+06	1.154e+07	7.452e+06
Q9HD20.35093	false	3.896e+05	4.928e+06	3.804e+06	6.364e+06	2.968e+06	6.589e+06	4.060e+06
Q9HD20.9978	false	3.241e+06	4.203e+06	4.934e+06	4.160e+06	4.513e+06	3.224e+06	3.353e+06
Q9HD20.14556	false	0.000e+00	3.913e+06	2.464e+06	3.294e+06	0.000e+00	2.755e+06	1.962e+06
Q9HD20.13405	false	1.346e+07	1.378e+07	1.585e+07	9.445e+06	1.816e+07	9.115e+06	1.594e+07
Q9HD20.53406	false	2.715e+06	3.956e+06	5.159e+06	4.398e+06	3.695e+06	5.174e+06	4.364e+06
Q9HD20.17247	false	3.290e+06	5.004e+06	3.739e+06	6.396e+06	0.000e+00	7.552e+06	4.740e+06
Q9HD20.45055	false	0.000e+00	3.553e+06	1.313e+06	3.366e+06	0.000e+00	4.079e+06	5.568e+06
Q8IUI8.20369	false	0.000e+00	3.665e+06	4.791e+06	5.486e+06	5.753e+06	4.304e+06	5.247e+06
Q8IUI8.28882	false	2.219e+06	5.422e+06	1.797e+06	6.982e+06	2.164e+06	3.110e+06	0.000e+00
Q8IUI8.10075	false	0.000e+00	2.349e+06	1.932e+06	1.999e+06	0.000e+00	2.145e+06	1.474e+06
P09661.25758	false	2.631e+06	5.070e+06	0.000e+00	5.040e+06	0.000e+00	5.562e+06	9.169e+05
P09661.49552	false	1.290e+07	2.028e+07	1.743e+07	1.636e+07	1.800e+07	2.144e+07	1.553e+07
P09661.48673	false	2.429e+07	2.512e+07	1.989e+07	1.908e+07	2.092e+07	1.933e+07	2.107e+07
P09661.17494	false	1.476e+07	2.274e+07	2.414e+07	3.172e+07	1.933e+07	1.978e+07	2.288e+07
P09661.35446	false	2.597e+07	2.992e+07	2.798e+07	2.958e+07	2.678e+07	2.229e+07	2.901e+07
P09661.18119	false	2.691e+07	4.210e+07	3.875e+07	3.339e+07	3.486e+07	4.332e+07	3.622e+07
P09661.26923	false	5.546e+06	7.735e+06	9.468e+06	8.870e+06	5.458e+06	1.044e+07	5.077e+06
P09661.45851	false	9.922e+06	1.507e+07	1.259e+07	2.036e+07	1.711e+07	1.450e+07	1.443e+07
P09661.32397	false	4.869e+07	4.039e+06	1.480e+07	1.588e+07	2.564e+07	1.587e+07	4.278e+07
O60725.358	false	0.000e+00	3.018e+06	4.586e+06	4.757e+06	3.511e+06	3.563e+06	3.619e+06
Q86WC4.49692	false	0.000e+00	4.376e+06	4.128e+06	4.386e+06	3.913e+06	3.507e+06	4.724e+06
P46734.42222	false	0.000e+00	2.080e+06	2.311e+06	2.219e+06	0.000e+00	5.723e+06	1.589e+06
Q8IVB5.9302	false	1.853e+06	1.121e+06	2.414e+06	3.179e+06	3.049e+06	3.676e+06	0.000e+00
Q8IVB5.21031	false	1.037e+06	0.000e+00	1.366e+06	0.000e+00	1.296e+06	1.625e+06	0.000e+00
Q8IVB5.21655	false	1.716e+06	3.465e+06	2.445e+06	3.485e+06	4.943e+06	3.071e+06	2.557e+06
Q8IVB5.47643	false	1.238e+06	0.000e+00	1.261e+06	2.356e+06	2.592e+06	1.749e+06	1.770e+06
P61601.9858	false	1.760e+06	1.466e+06	6.360e+05	2.356e+06	1.259e+06	1.125e+06	8.142e+05
P61601.13717	false	1.398e+07	1.648e+07	1.147e+07	1.194e+07	9.856e+06	0.000e+00	1.452e+07
P61601.32092	false	2.005e+07	2.300e+07	4.833e+06	2.152e+07	1.954e+07	2.677e+07	2.113e+07
O15031;O60486;Q9Y4D7.24399	false	6.733e+06	1.001e+07	7.899e+06	7.507e+06	1.094e+07	1.156e+07	9.179e+06
O15031;O60486;Q9Y4D7.41392	false	0.000e+00	2.317e+06	2.715e+06	0.000e+00	3.476e+06	3.811e+06	3.401e+06
O15031;O60486;Q9Y4D7.8049	false	1.144e+06	2.017e+06	2.894e+06	3.157e+06	3.233e+06	2.203e+06	2.420e+06
O15031;O60486;Q9Y4D7.885	false	1.237e+06	1.334e+06	2.766e+06	1.798e+06	1.847e+06	2.697e+06	1.678e+06
O15031;O60486;Q9Y4D7.2997	false	1.094e+06	5.316e+06	9.627e+05	4.959e+06	3.009e+06	4.740e+06	3.636e+06
O15031;O60486;Q9Y4D7.8950	false	2.804e+06	2.511e+06	4.593e+06	4.584e+06	4.420e+06	6.987e+06	4.914e+06
O15031;O60486;Q9Y4D7.46394	false	1.759e+06	2.282e+06	2.932e+06	3.577e+06	3.173e+06	3.389e+06	2.210e+06
O15031;O60486;Q9Y4D7.1852	false	2.683e+06	6.944e+05	3.148e+06	2.522e+06	5.094e+06	4.936e+06	2.884e+06
O15031;O60486;Q9Y4D7.52477	false	1.443e+06	3.499e+06	2.575e+06	3.236e+06	1.619e+06	3.106e+06	1.605e+06
O15031;O60486;Q9Y4D7.55901	false	0.000e+00	4.195e+06	3.363e+06	4.558e+06	3.021e+06	4.778e+06	0.000e+00
O15031;O60486;Q9Y4D7.10783	false	0.000e+00	3.994e+06	3.267e+06	2.932e+06	0.000e+00	4.039e+06	3.709e+06
O15031;O60486;Q9Y4D7.52900	false	2.070e+06	3.421e+06	5.589e+06	5.040e+06	3.420e+06	3.799e+06	2.648e+06
O15031;O60486;Q9Y4D7.39141	false	1.656e+06	0.000e+00	4.262e+06	3.002e+06	2.977e+06	0.000e+00	1.848e+06
O15031;O60486;Q9Y4D7.16198	false	6.482e+05	1.153e+06	1.983e+05	1.026e+06	8.191e+05	1.096e+06	1.267e+06
O15031;O60486;Q9Y4D7.15175	false	9.295e+05	4.452e+05	0.000e+00	2.514e+06	2.055e+06	1.880e+06	1.326e+06
O15031;O60486;Q9Y4D7.31498	false	2.453e+06	0.000e+00	2.630e+06	3.768e+06	3.045e+06	2.224e+06	1.254e+06
O15031;O60486;Q9Y4D7.53998	false	1.513e+06	1.388e+06	1.402e+06	1.735e+06	1.795e+06	1.243e+06	1.532e+06
O15031;O60486;Q9Y4D7.19375	false	0.000e+00	4.396e+06	5.367e+06	7.251e+06	4.871e+06	5.118e+06	4.582e+06
O43592.36647	false	4.176e+06	4.237e+06	7.473e+06	6.458e+06	5.498e+06	4.914e+06	3.639e+06
O43592.5932	false	1.989e+06	2.665e+06	8.000e+05	3.746e+06	3.152e+06	2.850e+06	2.461e+06
O43592.52605	false	1.680e+06	3.507e+06	3.819e+06	4.441e+06	3.151e+06	3.302e+06	2.846e+06
O43592.30240	false	0.000e+00	1.195e+06	1.501e+06	5.118e+06	7.781e+06	4.455e+06	0.000e+00
O43592.3732	false	2.196e+06	4.601e+06	4.043e+06	3.230e+06	2.020e+06	5.226e+06	3.724e+06
O43592.35508	false	0.000e+00	6.042e+06	7.358e+06	3.788e+06	4.166e+06	0.000e+00	4.771e+06
O43592.2245	false	4.365e+06	7.602e+06	6.676e+06	7.259e+06	5.823e+06	6.066e+06	5.252e+06
Q9NWX5.31515	false	1.171e+06	5.071e+05	0.000e+00	0.000e+00	1.086e+06	0.000e+00	6.203e+05
P22217.15701	true	6.704e+06	1.324e+07	8.346e+06	3.272e+06	3.861e+06	2.085e+06	2.057e+06
P22217.55606	true	3.594e+07	4.055e+07	2.816e+07	1.304e+07	9.600e+06	1.211e+07	9.718e+06
P22217.48072	true	9.616e+06	1.166e+07	1.556e+07	0.000e+00	0.000e+00	5.076e+06	4.972e+06
P22217.34378	true	9.980e+06	2.890e+07	3.133e+07	1.132e+07	9.344e+06	1.142e+07	9.036e+06
Q96HS1.12192	false	1.340e+07	1.488e+07	1.768e+07	1.613e+07	1.588e+07	2.195e+07	1.533e+07
Q96HS1.10018	false	2.961e+06	1.322e+07	8.521e+06	5.450e+06	1.327e+06	5.475e+06	6.044e+06
Q96HS1.12069	false	3.355e+06	7.763e+06	1.060e+07	8.243e+06	5.065e+06	8.456e+06	5.434e+06
Q96HS1.49446	false	8.539e+06	1.006e+07	7.693e+06	6.727e+06	1.054e+07	7.039e+06	8.822e+06
Q96HS1.38087	false	1.339e+07	2.394e+07	2.563e+07	2.757e+07	2.412e+07	2.812e+07	2.498e+07
Q96HS1.21161	false	7.538e+06	0.000e+00	1.405e+07	1.768e+07	4.855e+06	5.013e+06	1.407e+07
Q96HS1.37710	false	7.393e+06	1.542e+07	1.644e+07	2.165e+07	8.438e+06	1.372e+07	9.819e+06
Q96HS1.32115	false	4.898e+06	9.066e+06	1.431e+07	1.672e+07	1.382e+07	1.047e+07	1.321e+07
Q96HS1.38613	false	1.141e+07	2.223e+07	1.844e+07	1.906e+07	2.170e+07	1.615e+07	1.350e+07
Q96HS1.42550	false	1.580e+06	4.837e+06	0.000e+00	4.679e+06	5.242e+06	3.589e+06	2.172e+06
Q96HS1.1943	false	2.030e+07	1.783e+07	1.560e+07	2.285e+07	1.251e+07	2.401e+07	1.681e+07
A0FGR8.43296	false	0.000e+00	4.066e+06	3.794e+06	3.226e+06	0.000e+00	4.026e+06	3.842e+06
A0FGR8.53940	false	2.652e+06	7.229e+06	7.628e+06	7.256e+06	3.463e+06	5.392e+06	3.450e+06
A0FGR8.2218	false	3.513e+06	3.171e+06	3.614e+06	4.439e+06	3.124e+06	2.866e+06	3.540e+06
A0FGR8.22781	false	5.108e+06	2.206e+06	6.453e+06	8.165e+06	7.194e+06	2.907e+06	5.143e+06
A0FGR8.3599	false	0.000e+00	7.111e+06	6.080e+06	5.989e+06	1.050e+07	7.926e+06	0.000e+00
A0FGR8.15567	false	2.618e+06	4.742e+06	4.436e+06	7.023e+06	4.521e+06	6.490e+06	4.221e+06
A0FGR8.36575	false	1.194e+06	2.666e+06	2.302e+06	2.437e+06	3.267e+06	1.766e+06	1.197e+06
A0FGR8.54495	false	2.087e+06	8.031e+05	1.663e+06	3.269e+06	2.856e+06	2.674e+06	2.086e+06
Q15014.22530	false	6.839e+05	1.443e+06	2.377e+06	1.554e+06	2.268e+06	2.519e+06	1.535e+06
Q15014.37347	false	1.469e+06	1.918e+06	1.768e+06	2.725e+06	1.487e+06	2.030e+06	1.847e+06
Q15014.13541	false	2.505e+06	3.882e+06	5.159e+06	7.073e+06	3.014e+06	5.767e+06	5.423e+06
Q15014.36501	false	4.445e+06	5.004e+06	3.751e+06	4.633e+06	3.230e+06	4.060e+06	3.683e+06
Q15014.743	false	3.813e+06	2.974e+06	3.212e+06	7.550e+06	3.070e+06	6.088e+06	4.112e+06
Q5SZQ8;Q96J87.49605	false	1.967e+06	2.886e+06	3.013e+06	2.841e+06	1.553e+06	2.744e+06	2.346e+06
Q5SZQ8;Q96J87.49607	false	1.829e+06	0.000e+00	2.282e+06	1.677e+06	2.293e+06	2.375e+06	2.331e+06
Q96HR3.22687	false	2.191e+06	1.958e+06	4.097e+06	3.279e+06	3.522e+06	1.981e+06	2.510e+06
Q01804.43116	false	1.704e+06	2.563e+06	3.352e+06	7.198e+05	0.000e+00	2.649e+06	2.005e+06
Q9NPQ8;Q9NVN3.3665	false	2.031e+06	5.123e+06	4.342e+06	4.211e+06	3.692e+06	5.935e+06	4.645e+06
Q9NPQ8;Q9NVN3.47825	false	0.000e+00	4.885e+06	6.105e+06	8.950e+06	5.627e+06	6.110e+06	4.070e+06
Q9NPQ8;Q9NVN3.48353	false	2.367e+06	4.516e+06	3.491e+06	4.295e+06	4.333e+06	5.030e+06	7.993e+06
Q9NPQ8;Q9NVN3.58497	false	6.669e+06	6.880e+06	9.061e+06	1.082e+07	7.017e+06	7.008e+06	7.255e+06
Q9NPQ8;Q9NVN3.53237	false	2.566e+06	4.361e+06	6.284e+06	7.713e+06	6.108e+06	7.740e+06	6.906e+06
Q9NPQ8;Q9NVN3.33238	false	3.270e+06	4.709e+06	5.652e+06	7.394e+06	4.451e+06	6.982e+06	5.401e+06
Q9NPQ8;Q9NVN3.2535	false	3.908e+06	2.517e+06	4.177e+06	4.190e+06	3.380e+06	4.515e+06	3.032e+06
Q9NPQ8;Q9NVN3.52139	false	5.579e+06	1.119e+07	9.068e+06	8.744e+06	9.646e+06	9.381e+06	8.616e+06
Q9NPQ8;Q9NVN3.17053	false	2.504e+06	0.000e+00	4.532e+06	3.546e+06	2.760e+06	4.842e+06	4.142e+06
P50613;Q9C098.54416	false	1.459e+06	7.021e+05	1.246e+06	1.599e+06	1.989e+06	1.691e+06	1.575e+06
P50613;Q9C098.3205	false	1.778e+06	2.951e+06	2.889e+06	2.504e+06	1.425e+06	1.760e+06	2.228e+06
P50613;Q9C098.43404	false	0.000e+00	1.607e+06	2.101e+06	3.131e+06	2.634e+06	2.240e+06	2.378e+06
P31946.7174	false	0.000e+00	4.426e+06	4.290e+06	2.687e+06	3.772e+06	4.504e+06	4.170e+06
P31946.56918	false	3.716e+07	2.668e+07	3.560e+07	4.400e+07	3.801e+07	3.068e+07	3.486e+07
P31946.11690	false	1.757e+07	7.143e+07	5.891e+07	6.238e+07	0.000e+00	1.151e+08	4.673e+07
P31946.47947	false	1.094e+08	9.828e+07	1.199e+08	1.266e+08	1.019e+08	1.033e+08	1.138e+08
P31946.42045	false	1.072e+07	6.386e+07	5.089e+07	4.809e+07	5.156e+07	5.082e+07	3.668e+07
P31946.57855	false	6.999e+07	5.005e+07	6.478e+07	4.581e+07	5.032e+07	7.867e+07	8.420e+07
P31946.4705	false	5.237e+07	6.367e+07	1.287e+08	1.365e+08	6.525e+07	8.834e+07	1.482e+08
P31946.57761	false	6.396e+07	1.010e+08	9.992e+07	1.118e+08	1.306e+08	1.184e+08	1.321e+08
Q9BSV6.17137	false	1.289e+06	1.275e+06	0.000e+00	1.499e+06	1.542e+06	0.000e+00	1.330e+06
Q8IZP0.22883	false	4.006e+06	5.142e+06	5.802e+06	6.763e+06	8.862e+06	5.563e+06	6.537e+06
Q8IZP0.38760	false	1.867e+06	2.229e+06	4.273e+06	4.183e+06	3.941e+06	3.426e+06	2.829e+06
Q8IZP0.10537	false	3.242e+06	7.977e+06	7.889e+06	8.174e+06	4.118e+06	8.582e+06	6.141e+06
Q8IZP0.2474	false	0.000e+00	7.158e+06	9.386e+06	6.818e+06	4.650e+06	6.056e+06	5.821e+06
Q8IZP0.34107	false	2.600e+06	1.345e+07	1.509e+07	1.007e+07	1.145e+07	1.514e+07	1.218e+07
Q8IZP0.55518	false	1.143e+07	1.307e+07	1.200e+07	1.508e+07	1.448e+07	1.469e+07	1.170e+07
P19838.38431	false	2.247e+06	2.362e+06	3.616e+06	2.852e+06	4.947e+06	3.050e+06	4.127e+06
P19838.42931	false	1.459e+06	8.977e+06	6.668e+06	6.515e+06	3.951e+06	4.689e+06	3.194e+06
P19838.11588	false	0.000e+00	1.816e+06	2.539e+06	2.515e+06	2.012e+06	2.479e+06	2.521e+06
P19838.19895	false	3.070e+06	1.040e+06	2.820e+06	2.066e+06	3.865e+06	2.397e+06	1.799e+06
P19838.53304	false	3.229e+06	3.538e+06	3.864e+06	5.594e+06	2.882e+06	6.220e+06	3.605e+06
P19838.16219	false	2.070e+06	3.955e+05	1.697e+06	1.462e+06	2.593e+06	1.691e+06	3.100e+06
P23786.44538	false	1.863e+06	3.647e+06	2.262e+06	4.751e+06	2.623e+06	2.887e+06	2.705e+06
P23786.7867	false	1.949e+06	3.400e+06	2.683e+06	3.051e+06	2.902e+06	2.679e+06	4.164e+06
P23786.30414	false	0.000e+00	5.677e+06	3.558e+06	3.736e+06	2.770e+06	6.055e+06	3.901e+06
P23786.1585	false	4.192e+06	4.866e+06	1.123e+06	5.041e+06	7.236e+06	5.326e+06	5.660e+06
P23786.2305	false	0.000e+00	4.648e+05	1.461e+06	1.583e+06	0.000e+00	1.876e+06	0.000e+00
P23786.14273	false	2.608e+06	3.071e+06	2.320e+06	3.302e+06	2.611e+06	2.773e+06	1.915e+06
P23786.4226	false	3.613e+06	3.713e+06	5.724e+06	5.854e+06	0.000e+00	4.535e+06	4.517e+06
P23786.6946	false	0.000e+00	3.430e+06	4.460e+06	2.484e+06	2.650e+06	3.341e+06	3.309e+06
P23786.39017	false	4.890e+06	5.230e+06	0.000e+00	0.000e+00	0.000e+00	6.487e+06	7.069e+06
P23786.11114	false	2.535e+06	5.149e+06	4.522e+06	5.247e+06	2.178e+06	7.398e+06	3.342e+06
Q13315.31659	false	0.000e+00	1.585e+06	1.512e+06	0.000e+00	1.799e+06	1.387e+06	1.069e+06
Q13315.29368	false	4.251e+05	2.568e+05	3.664e+05	7.739e+05	5.387e+05	7.479e+05	0.000e+00
Q13315.23551	false	1.076e+06	1.660e+06	1.170e+06	2.091e+06	0.000e+00	1.805e+06	0.000e+00
Q13315.36483	false	0.000e+00	1.325e+06	9.846e+05	1.437e+06	7.079e+05	8.621e+05	7.810e+05
Q13315.14820	false	4.784e+05	6.880e+05	0.000e+00	1.146e+06	6.266e+05	0.000e+00	0.000e+00
Q9UM00.23376	false	6.440e+06	9.405e+06	1.053e+07	7.315e+06	7.833e+06	1.097e+07	1.279e+07
Q9UM00.30898	false	0.000e+00	1.585e+07	2.919e+07	3.237e+07	0.000e+00	2.890e+07	0.000e+00
Q9UM00.40159	false	6.641e+06	1.062e+07	1.194e+07	9.196e+06	9.836e+06	9.574e+06	1.437e+07
P05750.32800	true	2.633e+07	1.974e+07	3.349e+07	1.135e+07	0.000e+00	1.060e+07	0.000e+00
P05750.18210	true	4.461e+07	7.436e+07	1.040e+08	2.889e+07	2.932e+07	2.793e+07	3.308e+07
P05750.8547	true	9.057e+06	2.974e+07	3.654e+07	1.175e+07	9.509e+06	1.010e+07	1.387e+07
P05750.9396	true	3.673e+07	9.346e+07	9.406e+07	3.041e+07	1.469e+07	2.815e+07	2.215e+07
P05750.13700	true	1.273e+08	8.418e+07	1.547e+08	2.861e+07	4.154e+07	4.173e+07	4.609e+07
P05750.2629	true	3.694e+07	4.802e+07	5.378e+07	1.774e+07	8.727e+06	1.573e+07	1.044e+07
P05750.56853	true	2.706e+07	4.481e+07	5.432e+07	2.317e+07	1.749e+07	1.394e+07	1.496e+07
P05750.23862	true	1.523e+07	4.145e+07	5.179e+07	2.468e+07	9.551e+06	1.599e+07	1.312e+07
P05750.29847	true	2.103e+07	2.430e+07	3.218e+07	1.072e+07	6.955e+06	6.886e+06	8.217e+06
P05750.10809	true	3.652e+07	5.197e+07	6.761e+07	1.545e+07	1.569e+07	1.667e+07	1.971e+07
P05750.42830	true	1.248e+07	2.848e+07	3.502e+06	1.082e+06	2.983e+06	2.993e+06	1.249e+06
O75531.4933	false	8.063e+07	5.526e+07	1.073e+08	1.466e+08	0.000e+00	1.236e+08	0.000e+00
O75531.21064	false	1.949e+07	6.659e+07	3.694e+07	6.294e+07	3.232e+07	9.557e+07	5.290e+07
O75531.5741	false	2.656e+07	0.000e+00	6.395e+07	0.000e+00	6.795e+07	0.000e+00	6.510e+07
O75531.39841	false	8.992e+07	1.620e+08	2.017e+08	1.950e+08	1.551e+08	1.669e+08	1.578e+08
Q9BQ52.58259	false	2.647e+06	2.781e+06	2.353e+06	3.607e+06	3.121e+06	3.149e+06	3.608e+06
Q9BQ52.2389	false	2.654e+06	4.209e+06	4.840e+06	5.241e+06	6.098e+06	5.077e+06	3.280e+06
Q9BQ52.38981	false	3.945e+06	9.179e+06	9.754e+06	1.484e+07	6.015e+06	1.507e+07	4.850e+06
Q9BQ52.10822	false	2.551e+06	3.520e+06	4.712e+06	3.176e+06	3.084e+06	5.285e+06	2.844e+06
Q9BQ52.54478	false	0.000e+00	3.948e+06	5.567e+06	3.447e+06	0.000e+00	8.012e+06	6.063e+05
Q9BQ52.27023	false	1.392e+06	2.264e+06	2.214e+06	2.615e+06	3.062e+06	0.000e+00	2.987e+06
Q9BQ52.7713	false	0.000e+00	3.622e+05	1.518e+06	1.404e+06	1.469e+06	1.183e+06	1.635e+06
Q9BQ52.610	false	0.000e+00	5.665e+06	8.303e+06	3.948e+06	0.000e+00	0.000e+00	5.011e+06
Q9BQ52.34754	false	1.213e+06	2.396e+06	4.371e+06	4.373e+06	2.484e+06	4.526e+06	3.707e+06
Q99720.9464	false	4.993e+06	5.710e+06	4.444e+06	0.000e+00	3.258e+06	0.000e+00	5.379e+06
Q99720.42268	false	2.839e+06	4.498e+06	4.523e+06	4.413e+06	3.308e+06	3.179e+06	3.408e+06
O60524.15824	false	2.391e+06	1.868e+06	0.000e+00	1.895e+06	1.372e+06	1.738e+06	0.000e+00
O60524.27236	false	2.320e+06	4.097e+06	5.601e+06	5.948e+06	5.207e+06	4.940e+06	4.847e+06
O60524.25848	false	0.000e+00	2.729e+06	3.015e+06	1.738e+06	1.696e+06	2.095e+06	3.332e+06
O60524.170	false	1.555e+06	2.693e+06	2.827e+06	3.494e+06	2.686e+06	0.000e+00	2.557e+06
O60524.32461	false	5.985e+06	6.522e+06	7.259e+06	7.789e+06	6.390e+06	6.876e+06	6.663e+06
P23615.33632	true	1.030e+07	3.618e+07	4.903e+07	4.127e+07	2.969e+07	3.513e+07	2.126e+07
P23368.45281	false	1.732e+06	5.355e+06	6.046e+06	6.742e+06	1.221e+07	6.011e+06	1.801e+07
P23368.20514	false	8.220e+06	7.816e+06	8.514e+06	5.910e+06	8.509e+06	7.040e+06	6.297e+06
P23368.2787	false	1.174e+07	1.760e+07	1.333e+07	1.692e+07	2.051e+07	1.237e+07	2.324e+07
P23368.18311	false	3.731e+06	8.472e+06	8.174e+06	1.243e+07	8.082e+06	8.603e+06	7.663e+06
P23368.55271	false	0.000e+00	8.673e+06	6.958e+06	8.798e+06	7.313e+06	8.377e+06	6.805e+06
P23368.37584	false	1.065e+07	1.524e+07	2.225e+07	2.289e+07	2.134e+07	3.243e+07	1.716e+07
P23368.50416	false	3.822e+06	1.805e+06	0.000e+00	2.246e+06	0.000e+00	1.358e+06	0.000e+00
P23368.23377	false	0.000e+00	1.570e+07	2.175e+07	2.558e+07	2.202e+07	2.513e+07	2.311e+07
P23368.7283	false	4.769e+06	3.139e+06	2.882e+06	7.398e+06	3.516e+06	2.720e+06	2.863e+06
P23368.28083	false	6.029e+06	0.000e+00	1.601e+07	1.783e+07	1.105e+07	1.223e+07	9.199e+06
P23368.41363	false	0.000e+00	4.277e+05	1.330e+06	2.699e+06	0.000e+00	0.000e+00	1.033e+06
P23368.22292	false	1.262e+07	1.730e+07	1.678e+07	1.460e+07	1.211e+07	1.932e+07	1.844e+07
P23368.57621	false	2.910e+06	2.071e+06	1.426e+06	1.338e+06	0.000e+00	1.336e+06	0.000e+00
