id	is_true	c1.rep1	c1.rep2	c1.rep3	c2.rep1	c2.rep2	c2.rep3	c2.rep4
P46060.21125	false	0.000e+00	2.204e+07	1.720e+07	1.209e+07	1.390e+07	1.983e+07	2.007e+07
P46060.33798	false	3.383e+06	1.718e+07	2.264e+07	1.810e+07	6.587e+06	2.413e+07	2.341e+07
P46060.1320	false	1.084e+07	1.302e+07	1.489e+07	1.488e+07	2.217e+07	1.876e+07	1.605e+07
P46060.27433	false	1.927e+07	1.669e+07	1.602e+07	1.580e+07	2.065e+07	2.130e+07	1.539e+07
P07900;Q14568;Q58FG0.20597	false	5.182e+08	6.362e+08	8.539e+08	1.768e+09	7.960e+08	6.473e+08	4.675e+08
P07900;Q14568;Q58FG0.700	false	3.582e+08	4.624e+08	5.904e+08	6.515e+08	7.920e+08	3.916e+08	2.754e+08
P07900;Q14568;Q58FG0.10174	false	9.792e+07	4.553e+08	4.650e+08	4.584e+08	3.859e+08	4.846e+08	3.670e+08
P07900;Q14568;Q58FG0.10175	false	0.000e+00	1.752e+07	2.375e+07	1.905e+07	2.099e+07	3.156e+07	1.967e+07
P07900;Q14568;Q58FG0.28354	false	1.896e+06	3.062e+06	2.922e+06	2.904e+05	2.553e+06	2.873e+06	7.453e+05
P07900;Q14568;Q58FG0.9221	false	2.081e+08	3.931e+08	2.563e+08	3.481e+08	2.551e+08	6.354e+08	4.082e+08
P07900;Q14568;Q58FG0.42374	false	9.337e+07	1.057e+08	1.549e+08	1.132e+08	1.227e+08	1.059e+08	1.104e+08
P07900;Q14568;Q58FG0.42375	false	1.849e+06	6.963e+06	2.289e+06	3.242e+06	4.955e+06	6.272e+06	3.484e+06
P07900;Q14568;Q58FG0.24525	false	2.818e+08	5.246e+08	3.318e+08	3.557e+08	5.208e+08	5.804e+08	5.367e+08
P07900;Q14568;Q58FG0.7566	false	1.794e+08	2.323e+08	2.629e+08	2.925e+08	2.576e+08	2.975e+08	2.932e+08
P07900;Q14568;Q58FG0.45838	false	3.762e+08	7.598e+08	8.458e+08	9.428e+08	7.187e+08	6.461e+08	5.603e+08
P07900;Q14568;Q58FG0.11159	false	2.374e+08	5.032e+08	4.968e+08	4.881e+08	3.463e+08	4.658e+08	4.209e+08
P07900;Q14568;Q58FG0.3225	false	6.061e+07	1.123e+08	9.273e+07	1.174e+08	8.352e+07	9.879e+07	6.932e+07
P07900;Q14568;Q58FG0.3226	false	5.976e+06	1.337e+07	1.209e+07	1.545e+07	1.700e+07	1.098e+07	9.693e+06
P07900;Q14568;Q58FG0.12572	false	0.000e+00	2.194e+06	8.255e+06	8.880e+06	6.741e+06	1.171e+07	7.296e+06
P07900;Q14568;Q58FG0.48286	false	2.012e+06	1.218e+06	1.801e+06	2.747e+06	1.394e+06	3.770e+06	1.806e+06
P07900;Q14568;Q58FG0.20833	false	8.241e+07	1.502e+08	2.303e+08	1.770e+08	1.811e+08	1.777e+08	9.565e+07
P07900;Q14568;Q58FG0.16226	false	2.326e+08	2.760e+08	3.723e+08	4.259e+08	3.074e+08	4.051e+08	4.451e+08
P07900;Q14568;Q58FG0.2531	false	1.328e+08	1.766e+08	1.507e+08	1.812e+08	1.587e+08	1.593e+08	1.090e+08
P07900;Q14568;Q58FG0.21155	false	3.556e+08	2.749e+08	3.766e+08	4.032e+08	3.635e+08	3.687e+08	4.544e+08
P07900;Q14568;Q58FG0.57123	false	1.339e+08	1.189e+08	1.303e+08	1.741e+08	1.540e+08	2.159e+08	1.944e+08
P07900;Q14568;Q58FG0.6949	false	4.523e+07	4.945e+07	7.819e+07	5.976e+07	8.230e+07	6.063e+06	5.911e+07
P07900;Q14568;Q58FG0.58795	false	1.776e+08	1.898e+08	2.096e+08	1.558e+08	1.918e+08	2.214e+08	2.034e+08
P07900;Q14568;Q58FG0.7213	false	6.910e+07	1.129e+08	9.867e+07	1.234e+08	1.066e+08	1.496e+08	1.267e+08
P07900;Q14568;Q58FG0.11117	false	8.042e+07	1.152e+08	1.485e+08	1.522e+08	6.509e+07	1.138e+08	6.709e+07
P07900;Q14568;Q58FG0.37040	false	8.863e+07	2.323e+08	2.384e+08	2.153e+08	1.882e+08	2.313e+08	1.550e+08
P07900;Q14568;Q58FG0.20533	false	4.061e+08	3.443e+08	4.018e+08	4.947e+08	4.463e+08	3.480e+08	5.490e+08
O94992.1056	false	7.767e+06	7.711e+06	6.806e+06	1.129e+07	1.122e+07	8.706e+06	6.606e+06
O94992.18917	false	0.000e+00	5.011e+06	5.277e+06	6.586e+06	3.491e+06	3.816e+06	3.817e+06
O94992.28169	false	3.451e+06	5.572e+06	6.705e+06	6.062e+06	5.269e+06	6.396e+06	5.426e+06
O94992.57486	false	0.000e+00	2.970e+06	3.503e+06	5.852e+06	3.221e+06	5.982e+06	4.556e+06
O94992.13599	false	2.228e+06	3.824e+06	4.233e+06	3.313e+06	0.000e+00	3.676e+06	0.000e+00
Q9H0S4.28835	false	8.244e+06	6.451e+06	8.097e+06	1.162e+07	8.497e+06	5.748e+06	6.453e+06
Q9H0S4.24356	false	6.677e+06	3.836e+06	7.235e+06	6.518e+06	8.578e+06	6.536e+06	6.393e+06
Q9H0S4.57893	false	0.000e+00	5.803e+06	7.464e+06	6.160e+06	6.989e+06	7.055e+06	6.473e+06
Q9H0S4.45162	false	6.316e+06	1.009e+07	1.151e+07	1.388e+07	1.151e+07	9.931e+06	8.962e+06
Q9H0S4.48652	false	3.004e+06	0.000e+00	1.594e+07	1.583e+07	7.402e+06	9.868e+06	1.014e+07
Q9H0S4.25838	false	0.000e+00	1.419e+06	3.391e+06	3.805e+06	7.818e+06	4.853e+06	2.907e+06
Q9H0S4.6194	false	5.603e+06	1.161e+07	1.124e+07	1.176e+07	8.755e+06	8.740e+06	1.082e+07
Q9H0S4.27764	false	3.476e+06	0.000e+00	3.539e+06	0.000e+00	4.439e+06	5.588e+05	4.419e+06
Q9H0S4.25944	false	1.639e+07	1.818e+07	1.272e+07	3.621e+06	2.781e+07	2.284e+07	1.524e+07
Q9H0S4.23517	false	6.258e+06	4.834e+06	4.290e+06	4.275e+06	5.432e+06	6.874e+06	5.749e+06
Q9H0S4.36543	false	0.000e+00	5.411e+06	3.650e+06	7.622e+06	0.000e+00	7.204e+06	8.573e+06
P62424.1743	false	9.781e+07	1.658e+08	1.778e+08	1.871e+08	8.583e+07	1.141e+08	1.149e+08
P62424.48159	false	1.459e+06	2.590e+06	2.594e+06	3.536e+06	1.972e+06	4.579e+06	2.429e+06
P62424.1744	false	5.047e+06	9.560e+06	1.090e+07	8.934e+06	5.779e+06	8.918e+06	9.936e+06
P62424.41940	false	5.327e+07	5.909e+07	5.886e+07	5.474e+07	5.612e+07	7.419e+07	4.243e+07
P62424.54516	false	6.169e+07	5.165e+07	1.483e+07	5.863e+07	4.782e+07	5.821e+07	4.559e+07
P62424.51653	false	6.556e+07	1.161e+08	4.866e+07	5.659e+07	5.365e+07	1.352e+08	5.857e+07
P62424.21430	false	1.011e+08	1.351e+08	1.058e+08	1.512e+08	8.920e+07	1.865e+08	1.412e+08
P62424.49991	false	1.865e+07	1.762e+07	2.448e+07	1.867e+07	1.146e+07	3.180e+07	4.298e+07
P62424.35880	false	7.173e+07	9.293e+07	1.152e+08	1.019e+08	8.904e+07	1.190e+08	1.083e+08
P62424.55708	false	7.352e+07	1.335e+08	1.011e+08	1.174e+08	1.008e+08	1.279e+08	1.127e+08
O95801.81	false	2.127e+06	2.134e+06	0.000e+00	0.000e+00	2.686e+06	0.000e+00	2.341e+06
O95801.37272	false	2.435e+06	2.834e+06	3.159e+06	3.927e+06	3.989e+06	2.270e+06	5.170e+06
O95801.47288	false	3.525e+06	1.693e+06	2.079e+06	2.054e+06	2.463e+06	0.000e+00	1.539e+06
O95801.54476	false	1.814e+06	0.000e+00	1.918e+06	0.000e+00	1.478e+06	1.486e+06	0.000e+00
P24928.45537	false	0.000e+00	1.326e+06	2.591e+06	3.663e+06	2.340e+06	3.579e+06	1.986e+06
P24928.44770	false	0.000e+00	1.547e+06	3.069e+06	2.746e+06	0.000e+00	4.163e+06	0.000e+00
P24928.58402	false	5.668e+06	9.577e+06	7.512e+06	1.316e+07	1.087e+07	1.104e+07	1.076e+07
P24928.11555	false	3.264e+06	2.799e+06	4.280e+06	4.290e+06	4.464e+06	3.634e+06	4.377e+06
P24928.58403	false	1.149e+06	1.179e+06	1.866e+06	2.364e+06	1.916e+06	1.893e+06	1.941e+06
P24928.58531	false	0.000e+00	1.298e+06	1.460e+06	2.115e+06	1.211e+06	1.620e+06	0.000e+00
P24928.58404	false	2.988e+06	5.158e+06	5.760e+06	4.718e+06	5.136e+06	7.099e+06	4.933e+06
P24928.24741	false	1.232e+06	3.081e+06	3.134e+06	3.771e+06	2.646e+06	2.770e+06	2.148e+06
P24928.14507	false	4.605e+06	1.306e+07	8.800e+06	8.522e+06	1.058e+07	7.970e+06	9.168e+06
P24928.54699	false	3.770e+06	6.084e+06	6.494e+06	7.262e+06	6.352e+06	6.039e+06	4.540e+06
P24928.8236	false	3.238e+06	1.241e+07	1.073e+07	1.080e+07	9.375e+06	8.920e+06	6.951e+06
P24928.53100	false	0.000e+00	9.170e+06	9.340e+06	1.030e+07	9.092e+06	1.091e+07	8.536e+06
P24928.39472	false	7.994e+06	6.817e+06	8.791e+06	9.271e+06	7.185e+06	9.996e+06	7.044e+06
P24928.23475	false	3.290e+06	4.921e+06	5.329e+06	5.644e+06	4.156e+06	6.042e+06	4.974e+06
P24928.37876	false	4.874e+06	5.823e+06	7.206e+06	0.000e+00	5.144e+06	0.000e+00	5.498e+06
P24928.31097	false	3.362e+06	6.069e+06	5.497e+06	5.615e+06	3.347e+06	5.941e+06	3.958e+06
P24928.33021	false	4.354e+06	6.880e+06	6.473e+06	5.953e+06	7.240e+06	4.872e+06	3.130e+06
P24928.51070	false	3.768e+06	2.661e+06	4.716e+06	6.110e+06	5.435e+06	5.739e+06	3.423e+06
P24928.23556	false	2.996e+06	2.690e+06	3.112e+06	4.355e+06	4.457e+06	2.807e+06	2.408e+06
P24928.57290	false	2.882e+06	7.958e+05	2.590e+06	2.206e+06	2.085e+06	1.573e+06	1.697e+06
P24928.56012	false	3.039e+06	3.862e+06	3.608e+06	5.289e+06	4.634e+06	5.598e+06	4.029e+06
P24928.40400	false	1.736e+06	0.000e+00	5.143e+06	7.260e+06	3.382e+06	5.046e+06	5.983e+06
P24928.22993	false	2.931e+06	6.382e+06	6.525e+06	4.992e+06	5.937e+06	4.715e+06	5.613e+06
P24928.54549	false	4.345e+06	6.248e+06	0.000e+00	0.000e+00	3.401e+06	6.646e+06	3.547e+06
P24928.35798	false	0.000e+00	5.175e+06	5.012e+06	4.510e+06	5.241e+06	5.084e+06	3.730e+06
P24928.983	false	4.220e+06	5.424e+06	5.474e+06	5.944e+06	6.736e+06	6.666e+06	5.240e+06
P24928.37402	false	0.000e+00	6.938e+06	4.746e+06	4.230e+06	0.000e+00	4.936e+06	0.000e+00
P24928.1823	false	2.735e+06	1.918e+07	1.385e+07	1.780e+07	1.471e+07	1.792e+07	1.784e+07
Q9UBH6.13843	false	6.278e+06	5.469e+06	7.685e+06	9.400e+06	9.235e+06	8.015e+06	6.335e+06
Q9UBH6.13716	false	0.000e+00	5.895e+06	5.671e+06	6.360e+06	5.336e+06	4.288e+06	5.362e+06
Q9UBH6.23972	false	1.043e+07	1.298e+07	9.340e+06	1.338e+07	1.054e+07	1.254e+07	1.436e+07
Q9UBH6.40165	false	0.000e+00	6.696e+05	1.663e+06	1.570e+06	0.000e+00	0.000e+00	2.423e+06
Q9UBH6.45301	false	0.000e+00	1.001e+06	9.717e+05	1.119e+06	0.000e+00	0.000e+00	7.769e+05
Q9UBH6.16168	false	0.000e+00	5.163e+05	2.463e+06	2.185e+06	4.864e+06	2.050e+06	4.565e+06
Q9UBH6.58040	false	8.637e+06	9.267e+06	8.006e+06	8.744e+06	1.069e+07	7.752e+06	9.177e+06
Q9UBH6.35435	false	5.913e+06	5.265e+06	0.000e+00	0.000e+00	6.527e+06	6.424e+06	6.994e+06
Q9UBH6.7054	false	7.097e+05	2.695e+06	5.167e+06	4.115e+06	3.394e+06	5.924e+06	3.942e+06
Q5JVF3.57475	false	0.000e+00	4.051e+06	3.654e+06	4.895e+06	6.142e+06	4.655e+06	2.478e+06
Q5JVF3.4676	false	3.073e+06	5.798e+06	3.017e+06	3.672e+06	3.220e+06	2.755e+06	2.123e+06
Q5JVF3.31540	false	4.250e+06	0.000e+00	5.273e+06	5.245e+06	4.423e+06	0.000e+00	0.000e+00
Q5JVF3.34580	false	0.000e+00	3.339e+05	2.119e+06	3.522e+06	3.328e+06	1.781e+06	2.756e+06
Q5JVF3.52420	false	3.383e+06	6.979e+06	5.306e+06	8.368e+06	4.108e+06	5.100e+06	6.013e+06
P16035.13130	false	2.351e+06	4.321e+06	5.468e+06	5.192e+06	2.035e+06	3.992e+06	4.184e+06
Q12797.18009	false	1.962e+06	5.226e+06	3.417e+06	6.303e+06	5.512e+06	4.534e+06	3.785e+06
Q12797.47354	false	7.818e+05	0.000e+00	3.446e+06	0.000e+00	2.791e+06	2.276e+06	4.720e+06
Q12797.53020	false	0.000e+00	2.165e+06	2.172e+06	1.813e+06	9.355e+05	2.796e+06	2.128e+06
Q12797.35614	false	2.741e+06	1.427e+06	9.316e+05	1.908e+06	0.000e+00	2.489e+06	9.402e+05
Q12797.16233	false	1.425e+06	2.754e+06	3.660e+06	4.140e+06	4.274e+06	3.149e+06	2.476e+06
Q12797.16819	false	1.436e+06	1.930e+06	0.000e+00	3.567e+06	2.155e+06	1.939e+06	2.056e+06
Q12797.55955	false	2.471e+06	3.606e+06	2.979e+06	3.227e+06	0.000e+00	3.429e+06	2.204e+06
Q12797.12885	false	3.117e+06	4.207e+06	4.297e+06	4.090e+06	2.691e+06	5.447e+06	3.106e+06
Q12797.21589	false	1.770e+06	3.234e+06	3.456e+06	4.251e+06	3.732e+06	4.543e+06	2.848e+06
Q12797.22071	false	0.000e+00	3.991e+06	4.551e+06	6.061e+06	0.000e+00	4.617e+06	4.938e+06
Q9ULC3.55513	false	2.791e+06	2.801e+06	1.048e+06	2.587e+06	3.267e+06	3.190e+06	2.511e+06
Q9ULC3.22736	false	3.184e+06	0.000e+00	3.019e+06	4.571e+06	2.465e+06	3.349e+06	2.036e+06
Q9ULC3.9171	false	2.288e+06	2.017e+06	4.417e+06	2.729e+06	3.754e+06	1.806e+06	3.243e+06
P38435.17476	false	1.165e+06	5.587e+05	8.605e+05	1.358e+06	9.300e+05	1.468e+06	4.751e+05
P20337.32838	false	0.000e+00	4.774e+06	1.218e+07	1.191e+07	1.492e+07	1.122e+07	1.361e+07
P20337.35019	false	1.275e+06	2.341e+06	2.856e+06	3.077e+06	4.457e+06	1.785e+06	3.158e+06
Q12873.52747	false	1.029e+06	0.000e+00	3.574e+06	3.006e+06	3.373e+06	4.234e+06	3.918e+06
Q12873.56272	false	9.672e+05	1.709e+06	1.671e+06	2.535e+06	1.412e+06	0.000e+00	1.647e+06
Q12873.6419	false	5.877e+06	8.636e+06	9.192e+06	1.454e+07	6.624e+06	1.016e+07	6.785e+06
Q12873.9939	false	0.000e+00	2.299e+06	2.387e+06	2.735e+06	2.053e+06	1.985e+06	2.317e+06
Q12873.1303	false	1.183e+06	1.684e+06	2.164e+06	1.595e+06	0.000e+00	1.287e+06	1.426e+06
Q12873.14490	false	1.327e+07	1.728e+07	2.406e+07	2.213e+07	2.044e+07	1.878e+07	1.880e+07
Q12873.29915	false	1.659e+06	2.215e+06	2.028e+06	1.977e+06	1.155e+06	1.407e+06	1.495e+06
Q12873.40481	false	0.000e+00	8.087e+06	8.720e+06	1.628e+07	4.595e+06	8.137e+06	8.899e+06
Q12873.11753	false	1.174e+06	3.216e+06	1.977e+06	2.757e+06	1.903e+06	1.762e+06	1.561e+06
Q12873.34730	false	1.962e+06	7.117e+06	1.888e+07	8.064e+06	1.372e+07	5.864e+06	1.094e+07
Q12873.39084	false	0.000e+00	5.851e+06	5.055e+06	4.662e+06	4.657e+06	3.836e+06	2.895e+06
Q12873.53613	false	2.204e+07	3.542e+07	3.730e+07	4.396e+07	3.385e+07	3.844e+07	2.487e+07
Q12873.51695	false	1.473e+07	1.092e+07	1.163e+07	1.666e+07	1.558e+07	8.674e+06	1.640e+07
Q12873.29808	false	0.000e+00	1.760e+07	1.014e+07	1.649e+07	2.931e+07	9.286e+06	1.414e+07
Q12873.29492	false	0.000e+00	1.709e+06	3.424e+06	4.177e+06	6.699e+06	4.760e+06	0.000e+00
Q12873.577	false	0.000e+00	2.536e+06	4.329e+06	4.551e+06	0.000e+00	2.736e+06	2.232e+06
Q12873.4931	false	2.718e+06	4.019e+06	5.809e+06	6.279e+06	7.528e+06	5.250e+06	7.084e+06
Q12873.9930	false	7.298e+05	1.249e+06	1.528e+06	1.809e+06	1.924e+06	1.261e+06	1.222e+06
O75083.21782	false	1.956e+07	1.430e+07	1.388e+07	2.362e+07	2.011e+07	1.859e+07	2.088e+07
O75083.56858	false	2.781e+07	2.711e+07	3.516e+07	3.601e+07	4.024e+07	2.792e+07	3.280e+07
O75083.33595	false	1.968e+07	3.458e+07	2.457e+07	3.013e+07	2.560e+07	2.580e+07	1.836e+07
O75083.57147	false	1.972e+07	1.956e+07	2.028e+07	2.264e+07	2.443e+07	2.783e+07	2.398e+07
O75083.47808	false	6.305e+06	4.070e+07	5.642e+07	3.665e+07	2.409e+07	2.199e+07	2.305e+07
O75083.6113	false	8.388e+06	1.229e+07	9.517e+06	1.792e+07	1.055e+07	1.875e+07	1.198e+07
O75083.14340	false	3.509e+07	3.155e+07	4.225e+07	5.113e+07	5.139e+07	3.313e+07	4.956e+07
O75083.36199	false	1.298e+07	8.005e+07	9.377e+07	1.182e+08	1.050e+08	6.859e+07	7.502e+07
O75083.28681	false	1.261e+07	4.900e+07	5.147e+07	5.152e+07	1.049e+08	7.731e+07	6.190e+07
O75083.18474	false	6.183e+06	1.018e+07	1.545e+07	1.732e+07	0.000e+00	1.680e+07	1.298e+07
O75083.55818	false	7.463e+06	1.589e+07	1.674e+07	1.701e+07	9.660e+06	2.019e+07	1.406e+07
O75083.58539	false	1.659e+07	1.464e+07	1.796e+07	1.702e+07	1.405e+07	1.903e+07	1.430e+07
O75083.1773	false	1.591e+07	2.515e+07	6.591e+06	4.734e+07	2.078e+07	3.438e+07	2.054e+07
O75083.53202	false	4.125e+07	3.493e+07	4.905e+07	4.993e+07	3.028e+07	4.609e+07	4.929e+07
Q8WY21.33604	false	3.034e+06	0.000e+00	4.184e+06	4.724e+06	3.711e+06	3.946e+06	3.323e+06
Q8WY21.54968	false	2.109e+06	5.160e+06	4.848e+06	6.154e+06	4.124e+06	4.891e+06	3.860e+06
Q8WY21.29931	false	3.878e+06	6.672e+06	7.014e+06	7.466e+06	6.766e+06	7.076e+06	6.014e+06
Q8WY21.49085	false	1.605e+06	3.060e+06	3.356e+06	3.416e+06	3.051e+06	3.026e+06	2.625e+06
Q16836.49698	false	5.273e+07	6.108e+07	0.000e+00	4.934e+07	5.686e+07	0.000e+00	7.262e+07
Q16836.8004	false	1.613e+07	1.499e+07	1.657e+07	1.649e+07	1.708e+07	1.759e+07	1.846e+07
Q16836.14773	false	1.351e+07	3.664e+07	3.304e+07	3.790e+07	3.306e+07	3.212e+07	2.707e+07
Q16836.48600	false	1.289e+07	1.548e+07	1.848e+07	1.505e+07	1.246e+07	1.632e+07	1.031e+07
Q16836.13676	false	4.402e+06	2.682e+06	6.909e+06	6.135e+06	5.156e+06	6.561e+06	7.758e+06
Q16836.13740	false	1.287e+07	2.274e+06	0.000e+00	2.413e+06	3.827e+07	4.079e+06	3.630e+07
Q16836.28158	false	1.303e+07	0.000e+00	1.534e+07	1.969e+07	1.996e+07	1.909e+07	1.924e+07
Q9NV70.58476	false	0.000e+00	7.387e+05	1.598e+06	1.958e+06	1.661e+06	2.459e+06	0.000e+00
Q9NV70.37997	false	8.104e+05	2.085e+06	2.523e+06	0.000e+00	2.130e+06	2.093e+06	0.000e+00
Q9NV70.32303	false	2.571e+06	3.408e+06	2.847e+06	5.238e+06	4.101e+06	3.571e+06	2.701e+06
Q9NV70.19538	false	3.252e+06	4.319e+06	4.777e+06	6.703e+06	4.847e+06	8.804e+06	3.878e+06
Q9NV70.20199	false	3.892e+06	4.164e+06	4.088e+06	4.939e+06	3.059e+06	4.252e+06	3.255e+06
Q9NV70.30537	false	4.405e+06	5.845e+06	5.653e+06	6.008e+06	5.287e+06	6.481e+06	6.090e+06
P54803.9783	false	1.989e+06	2.602e+06	2.114e+06	2.108e+06	1.380e+06	2.465e+06	2.518e+06
P54803.46583	false	0.000e+00	2.383e+05	3.586e+05	1.115e+06	8.188e+05	0.000e+00	5.858e+05
P54803.30189	false	8.510e+05	1.101e+06	2.006e+06	1.618e+06	1.087e+06	1.140e+06	1.122e+06
Q9HBE1.36020	false	1.676e+06	1.436e+06	4.740e+05	8.500e+05	2.702e+05	8.725e+05	5.586e+05
Q9HBE1.198	false	7.880e+05	8.526e+05	0.000e+00	1.725e+06	1.593e+06	1.664e+06	1.339e+06
Q9HBE1.27642	false	0.000e+00	1.354e+06	2.894e+06	1.550e+06	0.000e+00	1.519e+06	0.000e+00
Q6ZWT7.56149	false	7.878e+05	0.000e+00	2.011e+06	1.401e+06	1.409e+06	0.000e+00	0.000e+00
Q9Y3D8.56320	false	6.782e+05	0.000e+00	1.232e+06	2.142e+06	0.000e+00	1.911e+06	9.184e+05
Q9Y3D8.9498	false	2.939e+06	2.648e+06	7.799e+05	2.659e+06	2.989e+06	3.062e+06	3.005e+06
Q9Y3D8.57579	false	2.761e+06	2.342e+06	3.255e+06	3.285e+06	2.556e+06	2.055e+06	1.957e+06
Q71U36.4856	false	7.118e+06	3.601e+06	1.040e+07	1.327e+07	9.042e+06	8.774e+06	7.693e+06
Q71U36.4476	false	1.880e+09	8.856e+08	1.467e+09	8.472e+08	1.247e+09	9.098e+08	1.346e+09
Q71U36.1405	false	3.098e+08	3.860e+08	2.422e+08	5.902e+08	3.210e+08	5.132e+08	3.936e+08
Q71U36.22782	false	4.047e+08	1.460e+08	5.296e+08	6.194e+08	6.184e+08	5.358e+08	4.528e+08
Q71U36.8256	false	8.055e+08	7.033e+08	1.056e+09	8.653e+08	8.177e+08	9.323e+08	9.157e+08
Q71U36.52768	false	2.647e+08	4.148e+08	3.790e+08	4.502e+08	4.058e+08	4.351e+08	5.790e+08
Q71U36.4385	false	1.939e+07	3.971e+06	1.416e+07	1.776e+07	2.543e+07	1.505e+07	3.198e+07
Q71U36.13921	false	6.912e+08	3.333e+08	4.309e+08	2.918e+08	4.259e+08	4.312e+08	4.242e+08
Q71U36.39778	false	2.869e+07	1.688e+07	0.000e+00	1.881e+07	1.242e+07	1.407e+07	2.214e+07
Q71U36.41060	false	2.918e+08	5.377e+08	6.375e+08	5.304e+08	6.993e+08	6.157e+08	3.212e+08
Q71U36.9190	false	2.733e+08	3.094e+08	3.644e+08	4.410e+08	2.401e+08	4.583e+08	4.282e+08
Q71U36.43046	false	5.705e+07	6.443e+07	6.945e+07	6.253e+07	9.423e+07	7.582e+07	9.527e+07
Q71U36.49222	false	1.285e+07	2.237e+06	6.720e+06	8.331e+06	6.353e+06	8.243e+06	6.643e+06
Q71U36.36459	false	7.693e+08	7.881e+08	6.673e+08	1.135e+09	1.176e+09	7.361e+08	9.015e+08
Q71U36.49139	false	2.749e+08	3.642e+08	1.171e+08	3.676e+08	2.338e+08	3.597e+08	3.294e+08
Q71U36.28948	false	3.579e+08	3.249e+08	3.429e+08	2.939e+08	3.428e+08	2.905e+08	2.671e+08
Q71U36.10550	false	3.886e+08	3.888e+08	1.380e+08	8.926e+08	5.926e+08	5.333e+08	5.013e+08
O60551.26896	false	2.016e+06	3.786e+06	1.837e+06	2.598e+06	2.592e+06	2.095e+06	1.970e+06
O60551.17115	false	0.000e+00	1.694e+07	2.699e+07	3.120e+07	2.794e+07	3.273e+07	2.686e+07
Q14558.25473	false	1.362e+06	4.253e+06	5.054e+06	3.912e+06	3.535e+06	3.903e+06	2.766e+06
Q14558.10789	false	2.198e+07	2.057e+07	1.542e+07	1.514e+07	2.265e+07	1.828e+07	1.971e+07
Q14558.29302	false	0.000e+00	2.728e+06	2.428e+06	2.948e+06	2.523e+06	2.366e+06	1.899e+06
Q14558.18807	false	2.781e+06	1.321e+06	2.813e+06	3.653e+06	4.535e+06	4.700e+06	2.718e+06
Q14558.28872	false	7.395e+06	9.889e+06	6.237e+06	6.120e+06	5.614e+06	6.482e+06	6.673e+06
Q14558.35534	false	0.000e+00	1.630e+06	2.884e+06	4.035e+06	5.395e+06	5.696e+06	3.866e+06
Q8N1F7.7105	false	1.260e+07	1.228e+07	1.027e+07	1.180e+07	2.472e+07	1.911e+07	1.640e+07
Q8N1F7.15938	false	0.000e+00	1.609e+07	9.410e+06	1.684e+07	9.907e+06	1.939e+07	1.141e+07
Q8N1F7.1220	false	9.756e+06	1.109e+07	1.088e+07	1.263e+07	1.566e+07	1.301e+07	1.124e+07
Q8N1F7.12680	false	4.104e+06	6.727e+06	7.978e+06	8.875e+06	8.394e+06	7.231e+06	5.744e+06
Q8N1F7.29833	false	5.842e+05	1.771e+06	1.969e+06	2.303e+06	1.977e+06	1.532e+06	1.536e+06
Q8N1F7.40970	false	5.739e+06	5.696e+06	0.000e+00	0.000e+00	6.451e+06	9.220e+06	9.640e+06
Q8N1F7.33163	false	0.000e+00	2.520e+06	1.848e+06	2.539e+06	2.627e+06	3.011e+06	2.530e+06
Q8N1F7.46923	false	5.712e+06	7.592e+06	7.452e+06	7.877e+06	6.272e+06	6.541e+06	5.944e+06
Q8N1F7.27660	false	8.827e+06	7.060e+06	1.692e+07	2.338e+07	1.448e+07	1.707e+07	1.475e+07
Q8N1F7.51279	false	3.969e+06	8.234e+06	1.043e+07	1.507e+07	1.124e+07	8.258e+06	9.248e+06
Q8N1F7.18002	false	4.649e+06	5.459e+06	0.000e+00	1.190e+07	9.453e+06	0.000e+00	8.581e+06
Q8N1F7.48342	false	3.188e+06	4.441e+06	7.701e+06	8.142e+06	8.985e+06	5.433e+06	6.703e+06
Q8N1F7.7831	false	5.142e+06	5.234e+06	8.563e+06	8.443e+06	9.898e+06	6.804e+06	8.323e+06
Q8N1F7.17948	false	5.376e+06	7.433e+06	1.052e+07	7.367e+06	5.795e+06	9.060e+06	5.734e+06
Q8N1F7.32605	false	1.735e+07	3.707e+07	2.447e+07	2.274e+07	2.031e+07	3.577e+07	2.288e+07
Q8N1F7.53471	false	9.456e+06	1.637e+07	1.723e+07	1.356e+07	1.183e+07	1.668e+07	1.150e+07
Q8N1F7.33121	false	2.858e+07	2.640e+07	3.108e+07	2.889e+07	3.722e+07	3.069e+07	3.069e+07
Q8N1F7.49506	false	1.329e+07	1.134e+07	1.479e+07	4.374e+06	2.021e+07	4.569e+06	1.541e+07
Q8N1F7.41385	false	4.218e+06	9.270e+05	1.786e+06	2.273e+06	3.323e+06	2.278e+06	1.441e+06
Q8N1F7.48622	false	1.060e+07	1.633e+07	2.084e+07	2.228e+07	2.275e+07	2.028e+07	2.655e+07
Q8N1F7.36847	false	7.966e+06	1.482e+07	1.752e+07	1.810e+07	1.331e+07	1.689e+07	1.330e+07
Q8N1F7.30069	false	1.956e+07	2.851e+07	2.478e+07	3.663e+07	3.160e+07	2.415e+07	2.373e+07
Q8N1F7.40183	false	3.463e+06	4.010e+06	7.844e+06	6.802e+06	4.958e+06	4.543e+06	5.364e+06
Q8N1F7.9784	false	3.241e+06	5.292e+06	1.371e+07	1.427e+07	4.296e+06	1.138e+07	4.907e+06
